"Year","Question","Demographics_Type","Demographics_Value","Percent","Low_Confidence_Interval","High_Confidence_Interval","Confidence_Interval_Formatted","Data_Source"
"2021","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Age","18-34 years","4.8","4.2","5.5","4.8 (CI 4.2-5.5)","NHIS"
"2021","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Age","35-64 years","4.7","4.3","5.1","4.7 (CI 4.3-5.1)","NHIS"
"2021","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Age","65+ years","3.6","3.2","4.1","3.6 (CI 3.2-4.1)","NHIS"
"2021","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","AI/AN, NH","6.5","3.2","11.5","6.5 (CI 3.2-11.5)","NHIS"
"2021","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Asian, NH","2.5","1.6","3.7","2.5 (CI 1.6-3.7)","NHIS"
"2021","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Black, NH","5.0","4.1","5.9","5.0 (CI 4.1-5.9)","NHIS"
"2021","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Hispanic","3.5","2.9","4.2","3.5 (CI 2.9-4.2)","NHIS"
"2021","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Multiple/Other, NH","8.7","6.1","12.1","8.7 (CI 6.1-12.1)","NHIS"
"2021","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2021","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","White, NH","4.7","4.3","5.0","4.7 (CI 4.3-5.0)","NHIS"
"2021","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Sex","Female","5.2","4.8","5.6","5.2 (CI 4.8-5.6)","NHIS"
"2021","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Sex","Male","3.7","3.3","4.1","3.7 (CI 3.3-4.1)","NHIS"
"2021","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Total","Total","4.5","4.2","4.8","4.5 (CI 4.2-4.8)","NHIS"
"2020","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Age","18-34 years","5.0","4.3","5.7","5.0 (CI 4.3-5.7)","NHIS"
"2020","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Age","35-64 years","4.6","4.2","5.1","4.6 (CI 4.2-5.1)","NHIS"
"2020","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Age","65+ years","3.4","2.9","3.8","3.4 (CI 2.9-3.8)","NHIS"
"2020","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","AI/AN, NH","10.2","5.5","16.8","10.2 (CI 5.5-16.8)","NHIS"
"2020","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Asian, NH","1.9","1.2","2.9","1.9 (CI 1.2-2.9)","NHIS"
"2020","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Black, NH","5.1","4.0","6.4","5.1 (CI 4.0-6.4)","NHIS"
"2020","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Hispanic","3.8","3.1","4.6","3.8 (CI 3.1-4.6)","NHIS"
"2020","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Multiple/Other, NH","7.6","4.7","11.4","7.6 (CI 4.7-11.4)","NHIS"
"2020","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2020","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","White, NH","4.6","4.2","5.0","4.6 (CI 4.2-5.0)","NHIS"
"2020","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Sex","Female","5.3","4.8","5.7","5.3 (CI 4.8-5.7)","NHIS"
"2020","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Sex","Male","3.6","3.2","4.0","3.6 (CI 3.2-4.0)","NHIS"
"2020","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Total","Total","4.4","4.1","4.8","4.4 (CI 4.1-4.8)","NHIS"
"2019","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Age","18-34 years","4.6","4.1","5.2","4.6 (CI 4.1-5.2)","NHIS"
"2019","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Age","35-64 years","4.9","4.5","5.4","4.9 (CI 4.5-5.4)","NHIS"
"2019","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Age","65+ years","4.2","3.7","4.7","4.2 (CI 3.7-4.7)","NHIS"
"2019","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","AI/AN, NH","6.6","3.5","11.2","6.6 (CI 3.5-11.2)","NHIS"
"2019","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Asian, NH","1.6","1.0","2.7","1.6 (CI 1.0-2.7)","NHIS"
"2019","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Black, NH","5.0","4.2","6.0","5.0 (CI 4.2-6.0)","NHIS"
"2019","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Hispanic","3.9","3.3","4.7","3.9 (CI 3.3-4.7)","NHIS"
"2019","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Multiple/Other, NH","7.3","4.8","10.6","7.3 (CI 4.8-10.6)","NHIS"
"2019","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2019","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","White, NH","5.0","4.6","5.4","5.0 (CI 4.6-5.4)","NHIS"
"2019","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Sex","Female","5.5","5.1","6.0","5.5 (CI 5.1-6.0)","NHIS"
"2019","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Sex","Male","3.8","3.4","4.2","3.8 (CI 3.4-4.2)","NHIS"
"2019","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Total","Total","4.7","4.4","5.0","4.7 (CI 4.4-5.0)","NHIS"
"2024","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Age","18-34 years","20.2","19.0","21.4","20.2 (CI 19.0-21.4)","NHIS"
"2024","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Age","35-64 years","13.9","13.3","14.6","13.9 (CI 13.3-14.6)","NHIS"
"2024","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Age","65+ years","6.4","5.9","7.0","6.4 (CI 5.9-7.0)","NHIS"
"2024","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","AI/AN, NH","12.4","7.6","18.9","12.4 (CI 7.6-18.9)","NHIS"
"2024","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","Asian, NH","8.1","6.8","9.7","8.1 (CI 6.8-9.7)","NHIS"
"2024","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","Black, NH","12.4","11.0","14.0","12.4 (CI 11.0-14.0)","NHIS"
"2024","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","Hispanic","10.6","9.6","11.6","10.6 (CI 9.6-11.6)","NHIS"
"2024","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","Multiple/Other, NH","23.1","18.7","27.9","23.1 (CI 18.7-27.9)","NHIS"
"2024","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2024","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","White, NH","15.6","15.0","16.3","15.6 (CI 15.0-16.3)","NHIS"
"2024","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Sex","Female","16.9","16.2","17.6","16.9 (CI 16.2-17.6)","NHIS"
"2024","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Sex","Male","10.9","10.3","11.5","10.9 (CI 10.3-11.5)","NHIS"
"2024","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Total","Total","14.0","13.5","14.5","14.0 (CI 13.5-14.5)","NHIS"
"2023","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Age","18-34 years","19.9","18.8","21.1","19.9 (CI 18.8-21.1)","NHIS"
"2023","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Age","35-64 years","13.0","12.4","13.7","13.0 (CI 12.4-13.7)","NHIS"
"2023","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Age","65+ years","5.7","5.2","6.2","5.7 (CI 5.2-6.2)","NHIS"
"2023","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","AI/AN, NH","13.9","9.2","19.8","13.9 (CI 9.2-19.8)","NHIS"
"2023","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","Asian, NH","7.1","5.8","8.5","7.1 (CI 5.8-8.5)","NHIS"
"2023","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","Black, NH","12.0","10.6","13.5","12.0 (CI 10.6-13.5)","NHIS"
"2023","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","Hispanic","9.8","8.9","10.8","9.8 (CI 8.9-10.8)","NHIS"
"2023","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","Multiple/Other, NH","22.7","18.0","27.9","22.7 (CI 18.0-27.9)","NHIS"
"2023","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2023","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","White, NH","15.0","14.3","15.6","15.0 (CI 14.3-15.6)","NHIS"
"2023","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Sex","Female","16.5","15.7","17.2","16.5 (CI 15.7-17.2)","NHIS"
"2023","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Sex","Male","10.1","9.5","10.8","10.1 (CI 9.5-10.8)","NHIS"
"2023","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Total","Total","13.4","12.9","13.9","13.4 (CI 12.9-13.9)","NHIS"
"2022","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Age","18-34 years","18.4","17.3","19.6","18.4 (CI 17.3-19.6)","NHIS"
"2022","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Age","35-64 years","12.5","11.8","13.1","12.5 (CI 11.8-13.1)","NHIS"
"2022","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Age","65+ years","5.6","5.0","6.1","5.6 (CI 5.0-6.1)","NHIS"
"2022","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","AI/AN, NH","11.1","6.9","16.6","11.1 (CI 6.9-16.6)","NHIS"
"2022","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","Asian, NH","6.3","5.1","7.8","6.3 (CI 5.1-7.8)","NHIS"
"2022","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","Black, NH","10.7","9.4","12.1","10.7 (CI 9.4-12.1)","NHIS"
"2022","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","Hispanic","9.7","8.6","10.9","9.7 (CI 8.6-10.9)","NHIS"
"2022","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","Multiple/Other, NH","17.8","14.0","22.0","17.8 (CI 14.0-22.0)","NHIS"
"2022","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2022","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","White, NH","14.3","13.6","14.9","14.3 (CI 13.6-14.9)","NHIS"
"2022","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Sex","Female","15.2","14.5","16.0","15.2 (CI 14.5-16.0)","NHIS"
"2022","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Sex","Male","9.9","9.3","10.6","9.9 (CI 9.3-10.6)","NHIS"
"2022","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Total","Total","12.6","12.2","13.1","12.6 (CI 12.2-13.1)","NHIS"
"2021","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Age","18-34 years","16.3","15.3","17.4","16.3 (CI 15.3-17.4)","NHIS"
"2021","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Age","35-64 years","10.9","10.3","11.5","10.9 (CI 10.3-11.5)","NHIS"
"2021","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Age","65+ years","5.0","4.5","5.5","5.0 (CI 4.5-5.5)","NHIS"
"2021","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2021","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","Asian, NH","5.5","4.3","7.0","5.5 (CI 4.3-7.0)","NHIS"
"2021","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","Black, NH","9.8","8.5","11.2","9.8 (CI 8.5-11.2)","NHIS"
"2021","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","Hispanic","7.9","7.0","8.9","7.9 (CI 7.0-8.9)","NHIS"
"2021","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","Multiple/Other, NH","17.0","13.4","21.2","17.0 (CI 13.4-21.2)","NHIS"
"2021","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2021","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","White, NH","12.6","12.0","13.2","12.6 (CI 12.0-13.2)","NHIS"
"2021","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Sex","Female","13.4","12.8","14.1","13.4 (CI 12.8-14.1)","NHIS"
"2021","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Sex","Male","8.7","8.2","9.4","8.7 (CI 8.2-9.4)","NHIS"
"2021","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Total","Total","11.1","10.7","11.6","11.1 (CI 10.7-11.6)","NHIS"
"2020","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Age","18-34 years","13.9","12.8","15.1","13.9 (CI 12.8-15.1)","NHIS"
"2020","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Age","35-64 years","10.1","9.6","10.7","10.1 (CI 9.6-10.7)","NHIS"
"2020","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Age","65+ years","4.7","4.2","5.2","4.7 (CI 4.2-5.2)","NHIS"
"2020","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2020","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","Asian, NH","4.8","3.7","6.1","4.8 (CI 3.7-6.1)","NHIS"
"2020","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","Black, NH","9.5","8.1","11.1","9.5 (CI 8.1-11.1)","NHIS"
"2020","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","Hispanic","7.7","6.6","8.9","7.7 (CI 6.6-8.9)","NHIS"
"2020","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","Multiple/Other, NH","12.9","9.7","16.6","12.9 (CI 9.7-16.6)","NHIS"
"2020","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2020","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","White, NH","11.2","10.6","11.8","11.2 (CI 10.6-11.8)","NHIS"
"2020","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Sex","Female","12.1","11.4","12.8","12.1 (CI 11.4-12.8)","NHIS"
"2020","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Sex","Male","7.9","7.3","8.5","7.9 (CI 7.3-8.5)","NHIS"
"2020","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Total","Total","10.1","9.6","10.5","10.1 (CI 9.6-10.5)","NHIS"
"2019","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Age","18-34 years","12.0","11.1","12.9","12.0 (CI 11.1-12.9)","NHIS"
"2019","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Age","35-64 years","9.7","9.1","10.2","9.7 (CI 9.1-10.2)","NHIS"
"2019","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","Age","65+ years","5.7","5.1","6.3","5.7 (CI 5.1-6.3)","NHIS"
"2019","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","AI/AN, NH","10.8","6.4","16.8","10.8 (CI 6.4-16.8)","NHIS"
"2019","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","Asian, NH","4.7","3.7","6.0","4.7 (CI 3.7-6.0)","NHIS"
"2019","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","Black, NH","8.2","7.0","9.4","8.2 (CI 7.0-9.4)","NHIS"
"2019","During the past 12 months, did you receive counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker?","RaceEthnicity","Hispanic","6.6","5.7","7.6","6.6 (CI 5.7-7.6)","NHIS"
